loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
1513,0,Not Graduate,No,9600,38200,8,421,3200,28200,67200,27600,Approved,126200
1514,3,Not Graduate,No,5300,20300,4,872,8600,14600,36800,15200,Approved,75200
1515,3,Graduate,No,4700,17400,10,393,24800,10600,37400,10600,Rejected,83400
1516,3,Graduate,No,9700,37800,12,700,26800,12200,51600,23800,Approved,114400
1517,5,Graduate,No,8800,21600,18,613,30800,24200,60000,16800,Approved,131800
1518,5,Graduate,No,5900,13400,6,455,6400,22400,43200,13800,Approved,85800
1519,4,Graduate,Yes,2400,7100,16,871,14000,600,17000,7000,Approved,38600
1520,4,Graduate,Yes,7900,21500,16,497,4400,10400,46200,15400,Approved,76400
1521,0,Graduate,No,1400,2700,2,649,5200,2000,11000,2200,Approved,20400
1522,0,Graduate,Yes,3500,10000,14,709,10600,3600,18400,10000,Approved,42600
1523,4,Graduate,No,3400,13500,12,705,20000,2200,16600,9800,Approved,48600
1524,2,Graduate,No,6100,23600,2,476,9200,5800,45000,7600,Approved,67600
1525,2,Not Graduate,Yes,3000,7100,4,819,10800,9600,12000,4200,Approved,36600
1526,5,Not Graduate,Yes,3400,9400,16,535,6200,11200,25800,6400,Approved,49600
1527,0,Graduate,Yes,400,1200,14,889,2200,400,1400,400,Approved,4400
1528,0,Graduate,No,5900,11800,12,468,18200,20000,35000,12400,Approved,85600
1529,5,Graduate,Yes,400,800,2,759,200,1000,2600,600,Approved,4400
1530,3,Graduate,Yes,9000,33600,2,426,43200,32400,41400,23800,Approved,140800
1531,0,Graduate,Yes,8800,23600,8,712,800,22600,38600,22200,Approved,84200
1532,4,Graduate,Yes,2000,4700,2,615,1000,200,13400,6000,Rejected,20600
1533,2,Graduate,No,4700,14000,12,784,26800,5400,29600,13800,Approved,75600
1534,4,Not Graduate,No,2700,6100,16,677,200,6600,13000,7600,Approved,27400
1535,1,Not Graduate,No,2600,7900,12,306,4000,4800,15200,6600,Rejected,30600
1536,1,Not Graduate,Yes,9000,25400,16,655,44000,17600,58200,14400,Approved,134200
1537,4,Not Graduate,No,5100,19400,8,755,4400,600,29800,10600,Approved,45400
1538,2,Graduate,No,6600,25800,18,598,7600,6200,32800,11800,Approved,58400
1539,2,Graduate,No,4400,9800,18,712,10800,400,17600,12800,Approved,41600
1540,4,Not Graduate,Yes,1500,4600,6,524,7400,4000,10000,2800,Approved,24200
1541,1,Not Graduate,No,6200,23100,16,838,18200,2800,47000,14000,Approved,82000
1542,4,Graduate,Yes,900,2900,6,560,3000,1800,6200,1800,Approved,12800
1543,3,Not Graduate,No,7700,26400,12,759,6800,5800,43800,21600,Approved,78000
1544,2,Graduate,Yes,600,2400,6,454,200,1200,4600,600,Rejected,6600
1545,4,Not Graduate,No,4300,16500,4,539,21200,12200,18600,4200,Approved,56200
1546,2,Not Graduate,Yes,8200,27800,16,827,23000,17400,52000,21400,Approved,113800
1547,0,Not Graduate,No,3500,11900,12,686,8800,9600,20200,5000,Approved,43600
1548,1,Graduate,Yes,9900,34100,14,371,48800,14200,58600,12400,Rejected,134000
1549,5,Graduate,No,700,1900,4,784,1000,2000,4200,1200,Approved,8400
1550,1,Graduate,Yes,2100,7300,16,826,3200,7000,15400,2800,Approved,28400
1551,2,Not Graduate,No,3200,10500,12,502,8600,3000,20000,9000,Approved,40600
1552,0,Graduate,No,2900,7800,8,367,1400,7400,15400,7200,Rejected,31400
1553,0,Not Graduate,No,7000,18300,6,541,12600,12800,41600,16600,Approved,83600
1554,1,Graduate,No,3700,13600,16,608,800,4400,26800,5600,Approved,37600
1555,3,Not Graduate,Yes,4500,13100,12,570,21000,4000,20200,11600,Approved,56800
1556,3,Graduate,No,200,800,18,752,400,400,600,400,Approved,1800
1557,5,Not Graduate,Yes,5600,20500,8,873,11000,19000,38800,15600,Approved,84400
1558,5,Graduate,No,5400,18600,2,538,15400,5400,37600,8000,Approved,66400
1559,4,Not Graduate,No,300,1000,10,819,1400,600,1800,400,Approved,4200
1560,1,Graduate,Yes,7500,29800,18,770,2800,10400,56000,17400,Approved,86600
1561,5,Not Graduate,Yes,2500,9600,6,345,3800,3800,13600,5200,Rejected,26400
1562,4,Graduate,Yes,3100,8100,12,730,12600,9000,18000,9000,Approved,48600
1563,1,Graduate,Yes,7600,19300,20,835,11600,4600,44000,16400,Approved,76600
1564,3,Not Graduate,Yes,500,1700,2,811,1000,1000,2800,400,Rejected,5200
1565,2,Not Graduate,No,2700,5900,14,662,6400,3200,14600,7600,Approved,31800
1566,2,Not Graduate,Yes,3500,13300,4,420,12800,3400,16000,4600,Approved,36800
1567,5,Not Graduate,No,3700,11700,4,413,16800,11000,24000,5400,Approved,57200
1568,2,Not Graduate,Yes,5600,20000,10,367,27400,10000,38200,12000,Rejected,87600
1569,5,Not Graduate,Yes,4800,16400,14,390,16800,4800,19000,8000,Rejected,48600
1570,4,Not Graduate,Yes,5200,12200,2,602,20600,1600,41000,15400,Rejected,78600
1571,3,Graduate,No,2900,11500,16,843,4600,5200,21400,8600,Approved,39800
1572,1,Graduate,No,2700,6800,20,713,1000,6600,12200,3800,Approved,23600
1573,3,Graduate,No,5000,16200,8,591,3800,6800,28000,10000,Approved,48600
1574,2,Not Graduate,Yes,2700,9400,14,701,800,6800,19800,3800,Approved,31200
1575,4,Not Graduate,Yes,2800,10000,12,655,9800,7200,17000,6600,Approved,40600
1576,3,Not Graduate,Yes,7300,20000,18,720,31000,19800,46000,19600,Approved,116400
1577,0,Graduate,Yes,5900,15100,10,794,12000,8600,29800,10800,Approved,61200
1578,0,Graduate,No,8100,21300,2,392,28400,13200,63000,22000,Rejected,126600
1579,3,Graduate,Yes,1900,7100,6,583,800,5600,13000,4000,Approved,23400
1580,5,Graduate,No,1800,6800,18,457,4400,2200,7600,2800,Approved,17000
1581,0,Not Graduate,Yes,7600,17800,14,570,30400,24200,43000,19800,Approved,117400
1582,1,Graduate,No,9100,30100,14,890,35600,24800,65000,15000,Approved,140400
1583,2,Not Graduate,Yes,5300,12300,14,472,20000,3200,40800,6600,Approved,70600
1584,2,Not Graduate,No,3700,10900,12,788,3400,1400,24400,5200,Approved,34400
1585,0,Not Graduate,No,9500,35300,6,605,20000,25400,62200,14000,Approved,121600
1586,3,Graduate,No,8300,30500,10,473,26600,18800,46600,23600,Approved,115600
1587,5,Graduate,No,6400,21500,16,728,600,10400,34800,19200,Approved,65000
1588,5,Graduate,Yes,5300,17800,16,505,18400,17000,29200,8200,Approved,72800
1589,0,Graduate,Yes,5600,19300,6,407,6800,7200,28400,16800,Approved,59200
1590,1,Graduate,Yes,900,1700,18,464,2600,0,3800,1400,Approved,7800
1591,0,Graduate,Yes,2400,7200,20,514,8200,4200,13400,3600,Approved,29400
1592,1,Graduate,No,9500,23000,10,627,57000,23000,43400,18200,Approved,141600
1593,2,Not Graduate,Yes,7400,14900,20,627,31800,20200,38000,20600,Approved,110600
1594,4,Not Graduate,Yes,1500,3200,10,858,3000,0,9400,3400,Approved,15800
1595,3,Graduate,Yes,8800,30200,8,607,27200,25400,43000,11800,Approved,107400
1596,5,Not Graduate,Yes,4900,14300,4,663,17000,12200,39200,11000,Approved,79400
1597,1,Not Graduate,Yes,8100,26900,6,522,46000,4200,37400,8400,Approved,96000
1598,2,Not Graduate,Yes,2300,9100,20,610,7400,1200,15600,6800,Approved,31000
1599,5,Not Graduate,Yes,3000,6600,16,462,11000,7000,18200,7200,Approved,43400
1600,2,Not Graduate,Yes,3900,9300,8,591,21800,5400,19200,6600,Approved,53000
1601,4,Graduate,Yes,1700,6500,20,636,3400,1800,12400,4600,Approved,22200
1602,0,Not Graduate,Yes,2100,4900,10,359,2000,1600,12200,2000,Rejected,17800
1603,4,Graduate,Yes,9700,25000,4,542,19600,24000,58600,26800,Approved,129000
1604,5,Not Graduate,Yes,3500,11800,4,642,4600,5800,23800,7200,Approved,41400
1605,5,Not Graduate,Yes,1500,5500,4,414,1600,2800,5800,2400,Approved,12600
1606,3,Not Graduate,Yes,8800,26200,20,865,38600,19600,55400,25000,Approved,138600
1607,3,Graduate,No,900,3100,10,369,2800,200,3400,1000,Rejected,7400
1608,0,Graduate,Yes,3500,10800,14,838,9400,13600,27800,3400,Approved,54200
1609,5,Not Graduate,No,5500,21200,4,582,24200,16600,34200,6200,Approved,81200
1610,5,Not Graduate,Yes,9800,23200,10,416,22000,34600,43200,17000,Approved,116800
1611,5,Graduate,No,2100,5500,20,705,10800,2800,9200,2400,Approved,25200
1612,0,Graduate,No,1800,5700,18,306,1000,1400,11200,3400,Rejected,17000
1613,5,Graduate,Yes,5800,13000,8,851,13400,17400,35400,8200,Approved,74400
1614,5,Graduate,No,6700,17200,18,613,19400,13600,49200,14200,Approved,96400
1615,3,Graduate,No,4300,16300,10,366,13800,13400,24600,11000,Rejected,62800
1616,1,Graduate,No,1200,2800,12,431,1800,800,5800,1800,Approved,10200
1617,5,Not Graduate,Yes,9700,25900,2,754,18000,20000,57000,13400,Rejected,108400
1618,5,Graduate,Yes,5400,11200,10,447,600,15800,42800,12000,Approved,71200
1619,1,Not Graduate,Yes,5300,14100,14,510,26600,20800,37800,15600,Approved,100800
1620,1,Graduate,No,7300,24200,20,324,25800,7400,36800,18000,Rejected,88000
1621,5,Graduate,No,9500,19200,2,523,27000,3000,42000,13400,Approved,85400
1622,0,Not Graduate,Yes,7200,15600,2,362,5400,4800,41600,11800,Rejected,63600
1623,3,Graduate,Yes,9000,32900,6,657,19800,1200,58400,24000,Approved,103400
1624,5,Not Graduate,No,6500,23300,12,790,1200,19400,31000,19000,Approved,70600
1625,1,Graduate,Yes,9500,30500,18,500,2600,6600,41000,11000,Approved,61200
1626,2,Not Graduate,Yes,9900,33200,4,465,52600,34000,48800,10000,Approved,145400
1627,4,Not Graduate,No,2900,8700,6,409,7400,11000,16400,4400,Approved,39200
1628,4,Graduate,Yes,700,1800,20,626,1000,1200,2800,600,Approved,5600
1629,5,Not Graduate,No,4200,13400,16,545,19600,16400,25000,7000,Approved,68000
1630,3,Not Graduate,No,4200,11400,10,654,17600,800,32400,11400,Approved,62200
1631,0,Not Graduate,No,7600,26500,6,515,12400,29800,44000,8000,Approved,94200
1632,2,Graduate,Yes,7100,18800,12,838,2200,10400,33200,9800,Approved,55600
1633,1,Not Graduate,Yes,4700,16000,14,406,8000,10600,28600,6600,Approved,53800
1634,0,Graduate,Yes,9800,23200,10,573,47800,6600,47200,29200,Approved,130800
1635,0,Graduate,Yes,9800,38700,2,611,13200,20800,66000,12000,Rejected,112000
1636,0,Not Graduate,No,5100,13400,16,649,13600,3200,31400,7800,Approved,56000
1637,0,Not Graduate,Yes,3300,7700,12,775,16400,4200,14800,8400,Approved,43800
1638,3,Graduate,No,4500,12500,12,469,8200,15200,28400,6800,Approved,58600
1639,0,Graduate,Yes,3900,12800,18,587,9000,10600,25200,10000,Approved,54800
1640,3,Graduate,Yes,3200,9900,10,316,18200,11000,17600,7200,Rejected,54000
1641,2,Graduate,No,3200,10400,10,556,16400,11200,23000,9000,Approved,59600
1642,2,Not Graduate,No,9600,31200,12,578,19800,4400,53000,27000,Approved,104200
1643,2,Not Graduate,Yes,8700,18900,2,554,7800,3800,36000,23000,Rejected,70600
1644,2,Not Graduate,Yes,1900,6800,6,892,5200,4400,12800,1800,Approved,24200
1645,2,Not Graduate,Yes,2900,10200,10,315,16200,800,13000,3200,Rejected,33200
1646,0,Not Graduate,No,6200,12900,10,695,3800,7400,44400,8400,Approved,64000
1647,0,Not Graduate,No,5900,20300,4,806,600,7400,32800,9600,Approved,50400
1648,4,Not Graduate,Yes,3200,12800,8,638,8600,5200,16000,7600,Approved,37400
1649,1,Not Graduate,Yes,1300,5000,4,610,6800,1600,9000,1800,Approved,19200
1650,2,Not Graduate,Yes,1300,3200,4,810,7600,4200,8600,1600,Approved,22000
1651,1,Graduate,No,8700,33200,4,866,39200,31800,47400,21000,Approved,139400
1652,3,Not Graduate,No,6300,23800,10,760,25400,2600,36800,17600,Approved,82400
1653,3,Graduate,No,4300,11200,6,556,22000,8600,29000,10200,Approved,69800
1654,3,Not Graduate,Yes,6400,23500,12,684,34400,20600,50600,14800,Approved,120400
1655,5,Not Graduate,Yes,7700,25800,18,578,10000,15400,54400,21200,Approved,101000
1656,2,Not Graduate,No,6900,23900,12,814,26000,3800,53200,12000,Approved,95000
1657,0,Not Graduate,No,4200,14800,20,510,18400,11400,23800,5200,Approved,58800
1658,4,Not Graduate,No,3900,9000,2,674,17400,11400,28000,6200,Rejected,63000
1659,0,Graduate,Yes,2000,4900,14,570,7600,600,13200,2600,Approved,24000
1660,1,Not Graduate,No,500,1700,2,680,1400,1600,2800,1400,Rejected,7200
1661,0,Graduate,No,3500,8800,12,803,10800,600,16800,6800,Approved,35000
1662,2,Not Graduate,Yes,3100,10700,16,357,18400,3800,15400,7600,Rejected,45200
1663,3,Not Graduate,Yes,4900,19000,4,575,28200,18200,33000,9200,Approved,88600
1664,1,Not Graduate,No,1000,3600,4,546,5000,0,5200,1000,Approved,11200
1665,2,Graduate,No,6700,21400,8,370,6400,23600,40200,17200,Rejected,87400
1666,1,Graduate,No,4100,9400,6,713,0,2000,22200,6200,Approved,30400
1667,4,Not Graduate,Yes,1600,3800,2,896,2400,800,9600,4000,Rejected,16800
1668,3,Graduate,Yes,2400,9200,14,626,600,7200,17000,4000,Approved,28800
1669,0,Graduate,No,2200,6400,4,854,1800,3200,13000,2600,Approved,20600
1670,4,Graduate,No,3200,8400,18,802,800,0,18200,9400,Approved,28400
1671,4,Not Graduate,Yes,1600,4400,20,382,3400,600,10400,3800,Rejected,18200
1672,2,Not Graduate,No,3900,14900,6,415,4400,8600,19000,9200,Rejected,41200
1673,5,Graduate,Yes,2000,6300,4,366,10600,4400,10800,5600,Approved,31400
1674,1,Graduate,Yes,7600,25400,10,595,15800,800,49800,22000,Approved,88400
1675,1,Not Graduate,No,9800,21300,2,356,46000,24600,51400,29200,Rejected,151200
1676,5,Not Graduate,No,7900,29900,6,568,11600,27800,31800,17400,Approved,88600
1677,1,Graduate,No,1600,4000,10,615,4400,5400,11000,2800,Approved,23600
1678,1,Graduate,Yes,6400,13900,12,313,37200,12600,37200,9800,Rejected,96800
1679,1,Graduate,Yes,6400,17900,6,575,13200,15200,46200,10600,Approved,85200
1680,4,Graduate,No,1600,5500,10,577,800,2400,8200,2800,Approved,14200
1681,0,Graduate,No,9200,30700,10,455,49800,4000,65800,10400,Approved,130000
1682,1,Not Graduate,No,7800,24900,6,500,30600,20000,33000,9000,Approved,92600
1683,1,Not Graduate,Yes,4000,9400,8,509,2000,8200,21600,11000,Approved,42800
1684,2,Not Graduate,Yes,6100,19400,8,379,10600,21600,28600,8200,Rejected,69000
1685,5,Graduate,No,7100,14500,14,664,10600,25800,31400,18400,Approved,86200
1686,0,Not Graduate,Yes,2500,9900,6,623,12000,3600,12400,3600,Approved,31600
1687,5,Graduate,No,3200,8700,16,558,5200,5000,18200,3600,Approved,32000
1688,4,Graduate,No,1700,4300,18,580,3000,4800,13200,3400,Approved,24400
1689,4,Graduate,No,6300,17600,6,612,32000,6600,47000,6400,Approved,92000
1690,4,Graduate,Yes,700,2400,14,705,0,200,4000,1400,Approved,5600
1691,4,Graduate,Yes,1100,2700,18,301,5600,3200,6600,3000,Rejected,18400
1692,1,Not Graduate,Yes,8900,32000,16,711,8600,2400,44200,10400,Approved,65600
1693,3,Graduate,No,300,700,20,735,1800,400,1800,800,Approved,4800
1694,1,Not Graduate,No,2200,5200,14,682,5200,1200,12200,3600,Approved,22200
1695,3,Not Graduate,No,3400,13500,10,348,15800,7400,16400,9400,Rejected,49000
1696,0,Graduate,Yes,7900,23500,20,750,33600,30600,42400,8000,Approved,114600
1697,3,Not Graduate,Yes,5800,18200,16,835,2000,12200,29200,15800,Approved,59200
1698,0,Graduate,Yes,9400,20000,6,389,32000,14200,38800,20400,Rejected,105400
1699,2,Graduate,No,4800,18900,4,866,20400,12000,27800,11800,Approved,72000
1700,3,Not Graduate,No,7600,26600,4,689,10600,1200,48600,17200,Approved,77600
1701,0,Not Graduate,No,5900,17600,16,645,26000,6200,46800,17200,Approved,96200
1702,1,Graduate,Yes,4300,10100,2,797,8800,9000,32600,9400,Rejected,59800
1703,5,Graduate,No,6100,17800,6,849,5800,21800,32200,15600,Approved,75400
1704,5,Graduate,No,5400,19700,20,423,13000,20000,31400,14600,Approved,79000
1705,1,Not Graduate,Yes,5200,11200,2,370,19800,20400,33400,12800,Rejected,86400
1706,5,Not Graduate,No,8500,31300,12,378,42800,26200,60800,17600,Rejected,147400
1707,4,Not Graduate,No,900,1900,20,417,2000,1600,5600,1800,Approved,11000
1708,1,Not Graduate,No,1400,4100,20,530,2400,2200,6000,3800,Approved,14400
1709,1,Not Graduate,Yes,2400,9300,20,543,1400,1600,10000,6800,Approved,19800
1710,4,Graduate,No,6300,15000,18,750,1600,13000,30800,15400,Approved,60800
1711,1,Graduate,No,3100,7600,20,346,1400,9200,16200,8800,Rejected,35600
1712,4,Graduate,Yes,6900,19000,14,330,18600,14200,37600,16800,Rejected,87200
1713,2,Not Graduate,Yes,3000,7400,10,712,10200,2000,23200,7600,Approved,43000
1714,0,Not Graduate,No,3100,10100,14,376,12800,5200,23200,8600,Rejected,49800
1715,4,Not Graduate,No,600,1200,14,338,1000,1000,4600,1000,Rejected,7600
1716,4,Not Graduate,Yes,4700,13700,14,600,24200,16800,35400,10000,Approved,86400
1717,1,Graduate,No,2500,6900,20,495,9600,6600,11400,7400,Approved,35000
1718,0,Graduate,No,9700,30400,4,300,34200,33200,76200,18400,Approved,162000
1719,4,Not Graduate,Yes,7600,20000,18,691,10000,17400,46800,22400,Approved,96600
1720,1,Graduate,No,8400,24700,8,519,25800,33400,34600,12000,Approved,105800
1721,3,Graduate,Yes,3800,15100,20,540,18800,2000,18600,7200,Approved,46600
1722,3,Not Graduate,Yes,3100,11400,16,562,7200,7200,14400,6200,Approved,35000
1723,2,Not Graduate,No,5700,21300,10,323,3200,22400,32400,10200,Rejected,68200
1724,1,Graduate,Yes,5500,19700,10,312,25600,9600,39000,6600,Rejected,80800
1725,1,Not Graduate,Yes,200,600,2,511,1000,200,1600,400,Approved,3200
1726,3,Not Graduate,Yes,3700,13800,10,621,8000,1600,23800,10600,Approved,44000
1727,2,Not Graduate,Yes,1600,4300,20,512,6400,5000,12600,1800,Approved,25800
1728,4,Graduate,No,3900,11000,2,786,15800,3200,21400,4200,Rejected,44600
1729,3,Not Graduate,Yes,700,1600,18,303,1200,1000,4000,1200,Rejected,7400
1730,3,Graduate,Yes,5800,16700,18,633,16200,16800,29400,7400,Approved,69800
1731,4,Graduate,Yes,3800,14000,6,711,19000,14600,29000,6200,Approved,68800
1732,2,Graduate,No,6400,16900,16,472,22200,12000,32600,9000,Approved,75800
1733,1,Graduate,Yes,5500,12100,4,350,12600,18400,34400,13800,Rejected,79200
1734,1,Not Graduate,Yes,6800,13700,10,879,1000,5200,44000,13600,Approved,63800
1735,4,Not Graduate,No,6700,13400,10,436,7200,2400,46400,15000,Approved,71000
1736,1,Graduate,Yes,5300,11500,14,848,2600,7200,29400,11400,Approved,50600
1737,2,Graduate,No,6600,23200,16,555,19800,13000,46600,6600,Approved,86000
1738,2,Graduate,No,6600,13100,20,885,21800,8600,41200,12400,Approved,84000
1739,0,Not Graduate,No,7600,25200,6,888,25400,21800,49000,15000,Approved,111200
1740,4,Not Graduate,Yes,2500,6100,20,478,11800,1600,19000,6400,Approved,38800
1741,4,Not Graduate,No,1100,2500,4,603,3800,2800,7800,1000,Approved,15400
1742,1,Not Graduate,No,2300,8200,8,784,4000,0,15200,2200,Approved,21400
1743,1,Graduate,Yes,3300,11700,4,682,7000,11000,24600,3200,Approved,45800
1744,4,Graduate,Yes,2600,5900,6,471,7000,3800,14600,6800,Approved,32200
1745,4,Not Graduate,Yes,9300,36700,20,808,33000,29400,53000,14200,Approved,129600
1746,4,Not Graduate,No,5300,18500,8,470,5800,18600,29800,9800,Approved,64000
1747,2,Not Graduate,No,5400,13800,20,574,1800,18400,21800,7400,Approved,49400
1748,4,Not Graduate,Yes,3500,12000,8,314,15400,200,25200,5400,Rejected,46200
1749,2,Graduate,No,4200,10200,14,407,11800,9000,24000,5000,Approved,49800
1750,0,Not Graduate,Yes,9200,34900,4,702,33800,32000,48200,19600,Approved,133600
1751,2,Graduate,No,4300,9800,2,499,8800,9000,25200,10200,Approved,53200
1752,1,Graduate,Yes,7500,19900,10,669,3600,17600,36200,14600,Approved,72000
1753,5,Not Graduate,Yes,5400,18800,20,326,19400,20200,29600,6400,Rejected,75600
1754,3,Not Graduate,No,5500,16200,18,778,9400,21400,30600,12200,Approved,73600
1755,2,Not Graduate,Yes,2100,4500,2,787,9600,5600,12000,4200,Rejected,31400
1756,0,Graduate,No,3700,12300,16,831,16000,4400,22400,4800,Approved,47600
1757,0,Graduate,No,8800,32900,18,576,2600,17400,65200,11200,Approved,96400
1758,5,Not Graduate,No,5800,22800,12,600,32000,2200,41400,11400,Approved,87000
1759,4,Graduate,No,7900,30600,2,569,15200,6800,40200,14800,Rejected,77000
1760,1,Not Graduate,Yes,3100,6300,20,867,3800,12200,13200,8000,Approved,37200
1761,0,Not Graduate,No,4100,14500,12,441,19800,600,31400,7800,Approved,59600
1762,2,Not Graduate,Yes,9800,32700,2,304,9400,38000,49000,17200,Approved,113600
1763,5,Not Graduate,No,3300,8400,18,520,1000,12600,22000,8000,Approved,43600
1764,0,Graduate,No,2000,6200,14,613,200,3600,10800,2600,Approved,17200
1765,2,Not Graduate,Yes,600,1100,8,885,1400,0,2400,600,Approved,4400
1766,4,Not Graduate,Yes,3600,9500,2,841,9800,8800,27000,4200,Rejected,49800
1767,2,Not Graduate,No,7500,29100,20,815,24800,19000,50600,18200,Approved,112600
1768,5,Graduate,Yes,200,400,18,822,400,600,1200,600,Approved,2800
1769,4,Not Graduate,No,9900,29100,18,772,48200,38800,53600,23400,Approved,164000
1770,5,Graduate,Yes,6100,22500,6,776,35200,19800,27600,9600,Approved,92200
1771,4,Not Graduate,Yes,3500,10300,10,337,18000,11200,21000,9000,Rejected,59200
1772,0,Not Graduate,Yes,7800,19000,12,333,30800,29800,61200,19200,Rejected,141000
1773,3,Not Graduate,Yes,8700,29300,4,312,18000,5600,60000,9800,Approved,93400
1774,2,Graduate,Yes,5500,12400,14,842,-200,13600,31600,11600,Approved,56600
1775,3,Graduate,Yes,1800,5100,8,790,200,0,7400,4000,Approved,11600
1776,2,Graduate,No,8000,31900,16,806,39800,3600,46400,10800,Approved,100600
1777,5,Not Graduate,Yes,7500,17000,8,300,15600,16600,37800,13400,Rejected,83400
1778,5,Graduate,Yes,3700,12000,12,605,9800,3600,26400,6200,Approved,46000
1779,2,Graduate,Yes,1600,4700,12,582,3000,2600,10400,2000,Approved,18000
1780,5,Graduate,No,1300,2700,6,607,1600,3000,9400,3200,Approved,17200
1781,5,Graduate,Yes,2400,8200,10,709,4200,7400,17600,5600,Approved,34800
1782,4,Graduate,Yes,4100,11600,14,854,1000,13800,25400,11400,Approved,51600
